chapter,according,alma,ammon,away,began,behold,believe,brethren,bring,brother,brought,called,came,cast,cause,children,christ,church,city,come,commanded,commandments,concerning,day,days,death,destroy,did,earth,exceedingly,face,faith,father,fathers,forth,given,god,good,great,hand,hands,hath,having,heart,hearts,holy,house,insomuch,israel,jesus,king,know,lamanites,land,law,lord,make,man,manner,men,moroni,nephi,nephites,pass,people,power,remember,repent,said,saith,save,saw,say,saying,seed,shall,sins,son,sons,spake,speak,spirit,spoken,thee,things,thou,thy,time,unto,voice,went,wherefore,wilderness,word,words,world,written,ye,yea,year
1 Nephi 11,0.0,0.0,0.0,0.07388089237101039,0.0,0.14740697708889916,0.025354189451805415,0.0,0.0,0.0,0.0,0.02221572478121228,0.19858568789549702,0.04513342608747612,0.0,0.09067631872413134,0.0,0.0,0.08458351885971487,0.014889729487453655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031080324409102845,0.05592362525167861,0.06528865776671398,0.02435273203455119,0.0,0.21185145013478376,0.0,0.06547724198528226,0.023175060008821313,0.256898902548058,0.0,0.06110328858322985,0.0,0.0,0.0416029078376093,0.0,0.024490871938393166,0.020397276565712608,0.021874532829830203,0.02550419441860935,0.0,0.02819450628657162,0.0,0.0,0.07188465578614024,0.0,0.0,0.0,0.09499028009375014,0.022928076832627865,0.06812118347835265,0.04180924241929455,0.06934377229887403,0.0,0.05860187715690107,0.0,0.17199039584733017,0.05496730492876438,0.03728241683445241,0.0,0.0,0.3309411409035076,0.0,0.0,0.311316693547392,0.0,0.18814159088682547,0.0,0.07670686624388348,0.025354189451805415,0.12668162973143357,0.0,0.2596557941663398,0.0,0.21433935545390456,0.06430180663617137,0.024490871938393166,0.09126372390229545,0.3476259001323197,0.06734578126111682,0.017649428235824122,0.3994443082952768,0.02694412164177378,0.047894875930368,0.05131212569756609,0.0,0.020397276565712608,0.04805092016811594,0.12040524300078874,0.0,0.05109088760876449,0.1289927968854976,0.0
1 Nephi 12,0.019574546464126468,0.0,0.0,0.10567823026867967,0.0,0.12267575183360926,0.0,0.1316115709798683,0.0,0.0,0.0,0.0,0.17480263688871955,0.0,0.0,0.04150469798626291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07113100179107687,0.10665653066069697,0.0,0.08360116531441047,0.05542149315707736,0.04407701120322707,0.0,0.018731552459141175,0.0,0.09799059182234938,0.0,0.05244079106661587,0.0,0.0,0.0,0.0,0.0,0.023340791055318888,0.05006245795304219,0.029184684094525525,0.0,0.06452646538596875,0.0,0.0,0.0,0.0,0.07591664047525419,0.0,0.015528321516086394,0.0,0.0,0.0717640505838655,0.03967535800677326,0.0,0.022352888889554983,0.0,0.19681019081450446,0.09434938839136146,0.0,0.0,0.0,0.12623299645833141,0.0,0.0,0.602872014271428,0.0,0.04784270038924366,0.566158274648025,0.07022109767404539,0.0,0.0,0.0,0.11885060475430567,0.0,0.0,0.0,0.0,0.01740565301835897,0.053038868362422185,0.23119318951363463,0.040392805909265195,0.15712392900425953,0.0,0.027403273375973997,0.029358468535069033,0.0,0.046681582110637776,0.01832836986916019,0.027556165253654032,0.0,0.019487924097205588,0.06560339693816816,0.0
1 Nephi 13,0.054623253285481434,0.0,0.0,0.0884693101212824,0.0,0.09628022878153286,0.0,0.1683299408136868,0.05767211760124801,0.0,0.0,0.0,0.17072686994482736,0.0,0.0,0.02895497010359753,0.0,0.18502155522230815,0.0,0.047546225765023216,0.0,0.0,0.0,0.043630953983123215,0.0,0.0,0.056412634600129304,0.0372174018284855,0.02976276717065666,0.052120309920458886,0.038881851288350616,0.0,0.04612424388925015,0.0,0.26135428891828766,0.0,0.25065805990990414,0.0,0.12194776424630523,0.03404969286077164,0.03641301017701845,0.08302959979037794,0.0,0.0,0.016283262859177042,0.03492513001354002,0.08144057867565874,0.04248449372124136,0.09003134424733941,0.0,0.0,0.01434648324172352,0.0,0.10592362609428399,0.0,0.1408295299553776,0.036607230452389915,0.027190765720185535,0.01668827899801151,0.04151814833043265,0.0,0.062376286148649394,0.0,0.12585917607656041,0.02194035737889056,0.13393245226795497,0.0,0.0,0.14677345039141765,0.13876616641673112,0.017197585246256936,0.07646950825708013,0.0,0.06675311599204604,0.3949696470930509,0.30617765615153136,0.0,0.01685511192062259,0.0,0.08291388383537696,0.019889716819494436,0.05133250100343349,0.0,0.0,0.09714180557525931,0.2405101830583293,0.17920841134493762,0.014089639778734113,0.42849322906334325,0.0,0.03823475412854006,0.1433696747537305,0.0,0.0,0.025572883425623742,0.03844807840083201,0.019551203521633788,0.0,0.04576697311874924,0.0
1 Nephi 14,0.09829192790561585,0.0,0.0,0.06367851440010779,0.023787677285579314,0.16940162310789825,0.0,0.0,0.0,0.0,0.04828675385507602,0.0,0.15799619564968437,0.0,0.0,0.04168246543731269,0.0,0.366231168968158,0.0,0.03422286234512483,0.0,0.0,0.06367851440010779,0.0628094494620996,0.0,0.0,0.0,0.035717830360545044,0.19280402613504846,0.0,0.11194564640659342,0.0,0.08853159209430411,0.0,0.018811780975343573,0.0,0.2952308766228414,0.0,0.19310646134961423,0.0245083165470768,0.0,0.14343147630214964,0.0,0.0,0.07032228376398796,0.0,0.1758581045169748,0.030579524600119506,0.19440850990888775,0.0,0.0,0.0,0.0,0.01906044915550293,0.0,0.07797415187890026,0.052698366208912065,0.019571392204699306,0.0,0.07969058053995197,0.0,0.08979451134629098,0.0,0.16471095189938248,0.06316899550272842,0.06426800871168283,0.0,0.02814516340830597,0.1056447174900601,0.06658748526693781,0.0495139694544723,0.1926445042483924,0.0,0.07207142090501621,0.03553644807100446,0.2820874376907713,0.0,0.0,0.0,0.0895197374978137,0.0,0.02463210047913434,0.04926420095826868,0.0,0.2796832418698171,0.2663301872576642,0.025798156189541295,0.08113162210149232,0.28690345728014127,0.0,0.0,0.08845263857193762,0.0,0.046881522509325306,0.018406871526842807,0.02767419018807157,0.19701614385814176,0.0,0.06588438075975299,0.0
1 Nephi 15,0.0,0.0,0.0,0.036468588403267686,0.0,0.07937676986499989,0.0,0.0756965775412367,0.0,0.0,0.0207403129013758,0.0,0.12064557478476057,0.04455691549982726,0.04275134998050657,0.03580722689561241,0.0,0.0,0.0,0.13229582340407978,0.0,0.07132034994716685,0.1276400594114369,0.07194175246856187,0.11627134591395138,0.023641546019218394,0.0,0.12273328293044326,0.018403095449726885,0.0,0.0,0.023906811477412984,0.24717180257808485,0.02377344998238895,0.0,0.0,0.21134784285019542,0.0,0.04524209054428521,0.0,0.0,0.0821429884571441,0.0,0.0,0.08054693003837822,0.0,0.201427338292224,0.0,0.22267491623352995,0.0,0.0,0.07096643909525836,0.0,0.0,0.0,0.1607604417269266,0.0,0.016812759849597545,0.0,0.051343508635458196,0.0,0.07713777023561247,0.0,0.14149456767914567,0.027132590778919434,0.018403095449726885,0.04976806916522206,0.0,0.2904123317890451,0.0,0.021267431282646992,0.14184927611531037,0.05868571554252684,0.041275193201103476,0.1526375234517128,0.19689033826588953,0.0,0.0,0.0,0.15380345277515506,0.07378998498326494,0.04232029950811616,0.10580074877029041,0.0,0.18019593842633275,0.0,0.0221618472534121,0.0,0.5422202738058953,0.0,0.0,0.2026267666355943,0.0,0.08054693003837822,0.047437143049368115,0.0,0.0,0.10087655909758528,0.1273451109112311,0.0
1 Nephi 16,0.0667706508937963,0.0,0.0,0.04325742657655461,0.03231839540546761,0.06276880907938921,0.0,0.134681898386549,0.018799343254215235,0.0452335184321935,0.03280165577327886,0.034686283204498784,0.3935372229699071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01838879038663044,0.03759868650843047,0.01441914219218487,0.014222354138420835,0.07355516154652177,0.0,0.0,0.5701914344734406,0.0,0.11892736841046878,0.0,0.03780960318427763,0.1954561732887203,0.0,0.0638951176846059,0.05427619643274349,0.03342552845062081,0.0,0.04770148157210995,0.0,0.0,0.0,0.0365777070626904,0.0,0.03184706862038225,0.0,0.0,0.1038648241559304,0.0,0.0,0.01956326144916569,0.014029541874122408,0.0,0.012947946220600347,0.0,0.22246807989309395,0.03579850642656547,0.0,0.01631960286467479,0.0,0.0,0.1677452540289841,0.0,0.3468581690907456,0.0,0.0,0.0,0.019119279887249794,0.08611856579404235,0.0,0.0,0.0,0.030937955616327485,0.01631960286467479,0.02414025056496009,0.011976544148202041,0.019793245649351452,0.0,0.07134018393046568,0.020270539225799758,0.03890062955247434,0.0,0.016732822490291416,0.0,0.13061916522429,0.03618413095516233,0.0,0.05511349030601975,0.20464108848189613,0.10517228710375107,0.03739007497900823,0.04005781808378827,0.3096728565403163,0.0,0.025007929317368897,0.0,0.07647711954899918,0.039885104227288665,0.04475589278590266,0.0
1 Nephi 17,0.06354906439137423,0.0,0.0,0.09148959743775423,0.03844884996543395,0.06637811734081625,0.04709562605154228,0.08308202340904952,0.029820503943613873,0.07175177858877098,0.013007926555157732,0.04126590079910649,0.1986248016894547,0.013972621510152699,0.04021924042260117,0.12351683356913275,0.0,0.0,0.0,0.02765780121990079,0.08750779037770588,0.08946151183084161,0.0,0.03384036574606042,0.04375389518885294,0.014827524335371758,0.014584631729617646,0.3560138225704383,0.06925241151450282,0.026949832469681807,0.0,0.0,0.05962362117104867,0.08946151183084161,0.06081227146477786,0.0,0.20324841545886818,0.01647558298426302,0.04729161944987016,0.026409096175051217,0.05648419160314306,0.0772777608963282,0.0,0.030328004205622986,0.08840560754982692,0.0,0.0,0.04942674895278906,0.052371539121937205,0.0,0.0,0.22254394907681452,0.0,0.16430968938089366,0.01858530502889216,0.2772711327684267,0.11357093571122683,0.010544640592117696,0.03883051458261397,0.03220166410169462,0.0,0.08466382814924206,0.0,0.1508625554604555,0.042542601669225764,0.09233654868600374,0.0156067893375484,0.0,0.09107052291321524,0.017937944647192745,0.04001557528910544,0.029655048670743516,0.04907540731547525,0.09060453402609926,0.0,0.16148148932485057,0.0,0.0,0.0,0.06430838426088144,0.0,0.02654248035753288,0.05308496071506576,0.07582001051405747,0.06592567176676098,0.07174645712708053,0.13899485642759313,0.07649591949534808,0.27051035345483415,0.06673191844897182,0.014827524335371758,0.17473998115061343,0.22923568340910164,0.12629372507118133,0.03966888868115127,0.0,0.0,0.4006963425004724,0.16861109139697966,0.0
1 Nephi 18,0.058647712925654946,0.0,0.0,0.0,0.1892448204498755,0.076573211730833,0.0,0.10953450365685038,0.0,0.03310888801338966,0.1440559636251911,0.025388789243533955,0.29678026522291395,0.025789909040973887,0.0,0.06217655200914466,0.0,0.0,0.0,0.0,0.053839048804068,0.0,0.02110831881476704,0.04164047783827546,0.107678097608136,0.0,0.0,0.6393512995260331,0.04260745183069567,0.1492276293802614,0.0,0.0,0.06603003304329935,0.0,0.11224400149335279,0.0,0.06524259688348448,0.030409739951262504,0.08728831330085703,0.0,0.0,0.0,0.053546451786216344,0.0,0.04662122536797941,0.0,0.0,0.12163895980505002,0.0,0.0,0.0,0.0,0.0,0.13268234769077736,0.0,0.21711541939194642,0.026202886297701837,0.0,0.16723294834366317,0.07924811986042482,0.0,0.1116199391095475,0.0,0.24569465744893662,0.0,0.0639111777460435,0.0,0.02798889490025063,0.021011630678423078,0.0,0.04923905635404722,0.027367842436310675,0.0,0.02389042119195188,0.0,0.017532576405023634,0.0,0.0,0.10443557089856338,0.0,0.08542050002813187,0.0,0.024495337315378556,0.0,0.06953259382876371,0.0,0.0,0.060510870317474805,0.1569207763234891,0.030792541429647984,0.027367842436310675,0.2638845867111802,0.09066660550272496,0.04662122536797941,0.0,0.0,0.0,0.0,0.11465750680950376,0.0
1 Nephi 19,0.1818810078910199,0.0,0.0,0.0,0.0,0.05343128917166874,0.03369758475419725,0.050954022578523446,0.0,0.0,0.0,0.0,0.06090807743156649,0.0,0.0,0.024103100919185078,0.0,0.0,0.0,0.01978954690404473,0.0939195875539923,0.032005486813776865,0.14728971934521268,0.04842651806318055,0.031306529184664096,0.03182790844138802,0.0,0.22719421868128806,0.12387769322189965,0.0,0.0,0.0,0.10238770074646111,0.09601646044133058,0.0,0.09240408378843924,0.17071877920469283,0.0,0.04060538495437766,0.0,0.030311426878625675,0.0,0.0,0.0,0.08132844756892334,0.05814572975348536,0.20338171440477618,0.0,0.4121983247386064,0.0,0.0,0.04777000040731467,0.0,0.022043606333747717,0.0,0.1983914065847812,0.0914193073046404,0.02263451724794293,0.0277837809134268,0.11520372445049068,0.0,0.1038482799067414,0.0,0.057146975177317746,0.18263898951174576,0.04955107728875986,0.10050190123402022,0.0,0.0,0.23102734358515795,0.028631708564970517,0.0,0.02633560963097904,0.0277837809134268,0.0,0.18350833247940943,0.0,0.0,0.0,0.10353050111269377,0.06622750429912873,0.05697455728409133,0.05697455728409133,0.0,0.2223763837747463,0.0,0.0,0.04691477950579525,0.24885510894094262,0.07162144342077707,0.0,0.27279037381944476,0.1054423060695313,0.0,0.19158963349549554,0.032005486813776865,0.26040137766326527,0.11317258623971464,0.11429395035463549,0.0
1 Nephi 20,0.0,0.0,0.0,0.0,0.0,0.06874271990144709,0.0,0.0,0.0,0.0,0.035923495573641606,0.15194995640164732,0.026120693021658193,0.0,0.0,0.0,0.0,0.0,0.048210828627045454,0.07638149673483591,0.04027782223096657,0.041177075257909354,0.0,0.031151883275022427,0.0,0.0,0.0,0.05314539572107675,0.06375058284542214,0.0,0.0,0.0,0.0,0.0,0.08397146753268817,0.0,0.09761798462386825,0.0,0.0,0.07293299554894543,0.0,0.39126092575189425,0.0,0.0,0.0,0.0748081447383173,0.043610564905406546,0.0,0.24105414313522727,0.0,0.0,0.030729557611284996,0.0,0.0,0.0,0.2552430440129278,0.07841113241638996,0.0,0.0,0.0,0.0,0.0,0.0,0.024507728016865866,0.0,0.0,0.0,0.0,0.0,0.14861561657837397,0.0,0.0,0.10164726311280034,0.0,0.05287551276746159,0.05246556255199096,0.0,0.0,0.0,0.0,0.0,0.03665067878397703,0.10995203635193107,0.41877847334788804,0.10403681029674273,0.4359068105912565,0.3070854429236156,0.09053822947570972,0.14941162903638683,0.04607274969721689,0.0409486094936928,0.0,0.0,0.03487805727019865,0.0,0.0,0.0,0.20384512752377842,0.19606182413492693,0.0
